Instances 0: (2020, 7, 28)
-0.8719432950019836 -0.8805102705955505 -0.9656139612197876 -0.9471181035041809 -0.9195478558540344
-0.8314883708953857 -0.8548649549484253 -0.9595551490783691 -0.9262830018997192 -0.9160647392272949
-0.8507919311523438 -0.8027111887931824 -0.9614353179931641 -0.8994088172912598 -0.8765947818756104
-0.7246602773666382 -0.7397594451904297 -0.9290562272071838 -0.8156254291534424 -0.7990793585777283
-0.6281013488769531 -0.648290753364563 -0.8878756761550903 -0.5355538725852966 -0.5561296939849854
-0.5490244030952454 -0.6349547505378723 -0.9066991209983826 -0.2365598827600479 -0.43599236011505127
-0.7205440998077393 -0.6865496039390564 -0.9326799511909485 -0.23278555274009705 -0.53644198179245
-0.7465025782585144 -0.6917408108711243 -0.9383260011672974 -0.29433876276016235 -0.5409464836120605
-0.8272538185119629 -0.6934760212898254 -0.9390695691108704 -0.4006565511226654 -0.6496682167053223
-0.8207218647003174 -0.6180357933044434 -0.9167097210884094 -0.3630383014678955 -0.5761928558349609
-0.8170720934867859 -0.6391816139221191 -0.9158380031585693 -0.555109977722168 -0.6458350419998169
-0.4663602113723755 -0.4746300280094147 -0.7935898900032043 -0.260037362575531 -0.29454347491264343
-0.46796324849128723 -0.43145930767059326 -0.7398901581764221 -0.4046710133552551 -0.3134332299232483
-0.40818026661872864 -0.36116138100624084 -0.5706638693809509 -0.2486652135848999 -0.11092688888311386
-0.19575530290603638 -0.2775934040546417 -0.48429015278816223 -0.22858186066150665 -0.06394895911216736
0.2306453138589859 0.19269269704818726 0.10345979034900665 0.19750554859638214 0.5506953001022339
0.36976158618927 0.19578754901885986 0.1800011545419693 0.40426772832870483 0.7685070633888245
0.9351730942726135 0.7159731984138489 0.9143700003623962 0.8551449775695801 0.9762964248657227
0.9878407120704651 0.81935054063797 0.9808455109596252 0.9269410967826843 0.9925575256347656
0.9245158433914185 0.7319536209106445 0.8975354433059692 0.5602825880050659 0.6146467924118042
0.8594383597373962 0.5440640449523926 0.7350012063980103 0.6321004629135132 0.5029809474945068
0.6564342379570007 0.2125183641910553 0.5117335915565491 0.6044254899024963 0.4871797561645508
0.49097952246665955 0.1062905490398407 0.190970316529274 0.32780519127845764 0.2019914984703064
-0.5523048639297485 -0.11405494809150696 -0.7291420698165894 -0.6695389747619629 -0.7395474314689636
-0.2684370279312134 0.2916254997253418 -0.2955167293548584 0.3280917704105377 0.4025265872478485
-0.9193762540817261 -0.6231333017349243 -0.8545414209365845 -0.771259069442749 -0.8198520541191101
-0.848278820514679 -0.7618968486785889 -0.8407735228538513 -0.5837592482566833 -0.661100447177887
-0.8597418069839478 -0.4319133758544922 -0.9191961884498596 -0.6883884072303772 -0.6626206636428833
-0.9185895919799805 -0.5920644998550415 -0.9454322457313538 -0.7992042303085327 -0.7801305055618286
-0.9050666093826294 -0.6801635026931763 -0.9154632091522217 -0.7244719862937927 -0.7539119124412537
-0.6783530712127686 -0.7268693447113037 -0.727537989616394 -0.568912148475647 -0.5704091787338257
-0.5702588558197021 -0.491159051656723 -0.8000918626785278 -0.6449610590934753 -0.3527507185935974
-0.6998864412307739 -0.5994832515716553 -0.858435869216919 -0.754414975643158 -0.5310445427894592
-0.4770524501800537 -0.6262327432632446 -0.8049102425575256 -0.780212938785553 -0.6447856426239014
-0.47931820154190063 -0.5500286817550659 -0.7886459827423096 -0.7532082796096802 -0.5727967023849487
-0.37297213077545166 -0.3040711283683777 -0.8050454258918762 -0.6978961825370789 -0.45682892203330994
-0.3195217251777649 -0.10521229356527328 -0.8340809941291809 -0.7195056080818176 -0.3708260953426361
-0.535535991191864 -0.39834854006767273 -0.7921346426010132 -0.6050611138343811 -0.2402850091457367
-0.38458436727523804 -0.2540415823459625 -0.7377879619598389 -0.7484354972839355 -0.5256780385971069
-0.4007435739040375 -0.5217293500900269 -0.686160683631897 -0.37199440598487854 -0.1662989854812622
0.10760631412267685 -0.13879603147506714 -0.4988440275192261 -0.2779565751552582 0.16651691496372223
0.1156301498413086 -0.005390971899032593 -0.5302078127861023 0.11864957213401794 0.3411750793457031
0.28889405727386475 -0.05640595033764839 -0.28090229630470276 -0.4970843195915222 0.037427451461553574
0.15379391610622406 -0.011120978742837906 -0.5561872720718384 0.009188390336930752 0.2340066283941269
-0.26731210947036743 -0.17772571742534637 -0.5034167766571045 -0.6216413974761963 -0.3189795911312103
0.7421524524688721 0.4122266471385956 0.381690114736557 0.5290995240211487 0.8020913600921631
0.5007947683334351 0.20220710337162018 0.20366857945919037 -0.46468785405158997 0.36455658078193665
0.6927277445793152 0.24389851093292236 -0.12849777936935425 0.3101879954338074 0.7225831747055054
0.7911743521690369 0.16876186430454254 0.1667010635137558 0.40081021189689636 0.7848706841468811
0.32993248105049133 0.3744366765022278 -0.1557430475950241 -0.609544038772583 0.22574004530906677
0.20152340829372406 -0.21860234439373016 0.10351873934268951 -0.7333122491836548 -0.2377653867006302
0.8538535237312317 0.6061322093009949 0.7196662425994873 0.6495552062988281 0.8936287760734558
0.5844707489013672 0.08355416357517242 0.32341334223747253 -0.14615777134895325 0.6335258483886719
0.8475143909454346 0.49870023131370544 0.7248725891113281 0.49206238985061646 0.9266126155853271
0.7086398601531982 0.2339615523815155 0.5212372541427612 0.043750643730163574 0.7604515552520752
0.6568660736083984 0.11179567128419876 0.44175440073013306 -0.06414458155632019 0.3880380392074585
0.5566868185997009 0.16177701950073242 0.5928504467010498 -0.39032936096191406 0.35327258706092834
0.5745059847831726 0.11448917537927628 0.44501349329948425 -0.5828611850738525 0.11895455420017242
0.4088420569896698 0.1679532825946808 0.2856130003929138 -0.6685725450515747 -0.019136670976877213
0.45358872413635254 -0.15021459758281708 0.32069993019104004 -0.6859782934188843 -0.30599990487098694
0.4751375615596771 -0.10524408519268036 0.5103285908699036 -0.6337566375732422 -0.26370060443878174
0.672874927520752 0.24507971107959747 0.5191472768783569 -0.4062369763851166 -0.11535212397575378
0.6959974765777588 0.26872518658638 0.5413669347763062 0.3999634087085724 0.09538806974887848
0.41015398502349854 0.1448058784008026 0.15915299952030182 0.13851962983608246 -0.2822074294090271
0.7308969497680664 0.07225828617811203 0.752410352230072 0.5368653535842896 0.059710919857025146
0.18489491939544678 -0.21366482973098755 -0.2640039622783661 -0.23223435878753662 -0.48506712913513184
-0.21811601519584656 -0.2715350389480591 -0.5143349170684814 -0.5431338548660278 -0.5606725215911865
-0.5342199206352234 -0.6042146682739258 -0.8797403573989868 -0.8273452520370483 -0.7889790534973145
-0.6942585706710815 -0.6520006060600281 -0.879485547542572 -0.8568901419639587 -0.8387162089347839
-0.5839897394180298 -0.5322893261909485 -0.5961776971817017 -0.6849693059921265 -0.5156962871551514
-0.5827378630638123 -0.5581570863723755 -0.7236042022705078 -0.805034875869751 -0.7383233308792114
-0.5006259083747864 -0.43753132224082947 -0.3979766070842743 -0.6039935350418091 -0.39886948466300964
-0.48885825276374817 -0.45145297050476074 -0.3682728111743927 -0.733599841594696 -0.5867130756378174
-0.24129898846149445 -0.32206013798713684 0.18066728115081787 -0.5528271198272705 -0.2555879056453705
-0.26251089572906494 -0.3497084677219391 0.13412697613239288 -0.547676682472229 -0.2507001459598541
-0.46118757128715515 -0.49578142166137695 -0.0791773796081543 -0.6242039799690247 -0.37044018507003784
-0.5212941765785217 -0.553366482257843 -0.2569262683391571 -0.6892440915107727 -0.5012422800064087
-0.8191155791282654 -0.8310731053352356 -0.7669810056686401 -0.8017871379852295 -0.6651533842086792
-0.8364219665527344 -0.8571659922599792 -0.8049561381340027 -0.8179003596305847 -0.6793875694274902
-0.8147841095924377 -0.8557673096656799 -0.7760100960731506 -0.8053450584411621 -0.679454505443573
-0.8067319393157959 -0.8572722673416138 -0.7571166157722473 -0.7998563647270203 -0.6699261665344238
-0.7815077900886536 -0.8229312896728516 -0.6930601596832275 -0.7761611938476562 -0.6353400349617004
-0.7683885097503662 -0.8150073289871216 -0.6856510639190674 -0.7684917449951172 -0.6179013252258301
-0.7714238166809082 -0.8107020854949951 -0.6863536834716797 -0.7709606885910034 -0.6188074350357056
-0.7683112621307373 -0.8078216314315796 -0.6920335292816162 -0.7701849937438965 -0.6073801517486572
-0.7033143639564514 -0.7235483527183533 -0.5642234683036804 -0.6677331924438477 -0.4434625506401062
-0.6897264122962952 -0.7176680564880371 -0.5499181151390076 -0.6504377126693726 -0.4408401846885681
-0.6769477128982544 -0.7246246337890625 -0.5729832649230957 -0.6477362513542175 -0.46154141426086426
-0.6824769973754883 -0.7300359010696411 -0.5934101343154907 -0.6499308347702026 -0.47149237990379333
-0.6535232067108154 -0.7169468402862549 -0.6337114572525024 -0.6871572732925415 -0.5502772331237793
-0.6735730171203613 -0.7333194017410278 -0.6570825576782227 -0.7163193225860596 -0.5929150581359863
-0.6848145723342896 -0.751308023929596 -0.6819607615470886 -0.7329627275466919 -0.6187922954559326
-0.6981024146080017 -0.7509579062461853 -0.7046462297439575 -0.7552595138549805 -0.6449154019355774
-0.6993452310562134 -0.7531647682189941 -0.7170889377593994 -0.7672784328460693 -0.6651537418365479
-0.7027607560157776 -0.7563258409500122 -0.7327261567115784 -0.7794548273086548 -0.683488130569458
-0.7479640245437622 -0.7786051034927368 -0.7722404599189758 -0.8156614303588867 -0.7341692447662354
Fitness: 1.3646210720195167
Instances 1: (2020, 7, 29)
-0.9275440573692322 -0.8630090355873108 -0.9695507287979126 -0.9473652243614197 -0.921782910823822
-0.8658419847488403 -0.8551875352859497 -0.9587826728820801 -0.9447178244590759 -0.921076774597168
-0.8699690103530884 -0.8430435657501221 -0.9516785740852356 -0.9430868029594421 -0.9067621231079102
-0.816943347454071 -0.8001827001571655 -0.9103736281394958 -0.9129176139831543 -0.8633042573928833
-0.8256477117538452 -0.7785383462905884 -0.9108057022094727 -0.8921825885772705 -0.8601930737495422
-0.8089450001716614 -0.7323638796806335 -0.8823360204696655 -0.7963456511497498 -0.7960638403892517
-0.796890377998352 -0.6947393417358398 -0.8800053596496582 -0.6823717355728149 -0.7506020069122314
