gen,nevals,avg,std,min,max
97,500,-7933.631639776861,1032.308470228215,-14772.290756066936,-5917.632024869183
98,500,-7890.698716495784,1011.4171638190782,-15769.615636543745,-5651.780855413736
99,500,-8056.281006020779,1348.270162318017,-15666.791453815287,-5674.874352610574
100,500,-8081.052824035403,1417.0814844490496,-15461.618185831292,-5359.556923398508
101,500,-7992.012506468858,1277.9718496932144,-15554.979034673574,-5596.0349285647335
102,500,-8026.4454070521815,1373.0785852380125,-16021.910429396496,-5721.32171735868
103,500,-7955.205565877781,1258.8104131668422,-15697.665764657286,-5765.481065265353
104,500,-8026.8015355000125,1277.2415490105143,-15286.137549626077,-5885.3272078155915
105,500,-7821.686533795759,957.3059535989967,-14901.105899177102,-5188.103958681149
106,500,-7974.563520911938,1143.2130577078744,-15149.404785270506,-5439.144093221805
107,500,-8020.621560873408,1226.1000006915351,-16350.62668314762,-5896.219609355054
108,500,-8030.438999824445,1329.9221238806856,-15943.034158804358,-5883.937705153711
109,500,-7897.278722036099,1031.457840933274,-15579.402494711563,-5900.045549449547
110,500,-7959.357019410323,1141.2947323215442,-15697.686364281579,-5855.636845350591
111,500,-8020.8545978208385,1276.5568035892595,-15539.710166676578,-5978.870701959965
112,500,-8018.4025000549245,1352.3634196765438,-16595.095487645245,-5768.726109497924
113,500,-8017.958843904949,1238.0659439033675,-16385.317838726085,-5967.437679854103
114,500,-8037.444316273831,1288.866786121889,-15849.28438203556,-5227.448375756178
115,500,-7954.672683458099,1199.5944753985505,-15900.942547737242,-5965.632184466682
116,500,-7937.727371313283,1188.5050078722772,-17339.201570443554,-5483.449395503615
117,500,-7956.311529241495,1314.2420455382448,-15753.84935335536,-5439.224709103943
118,500,-8014.065285093762,1288.3877192560014,-16880.683876350966,-5541.342117297512
119,500,-7928.926758646084,990.1635128921897,-14574.028474828496,-5954.096501536024
120,500,-7884.568367204178,987.7612077205997,-14626.120125013946,-5722.229826687194
121,500,-7916.353681029363,1057.5945928907101,-15548.470871912117,-5741.509682948963
122,500,-7964.130140687426,1180.8776919758038,-15543.632843376941,-5665.687326326788
123,500,-7957.284093920477,1121.3229657592055,-16035.770382741437,-5724.478855739137
124,500,-7922.0132719912845,1146.6021601305451,-15671.645812532923,-5443.023766458669
125,500,-7989.460727745857,1103.2249052329455,-15133.793715303313,-5730.76509108741
126,500,-7959.318883134153,1190.8068424427668,-16180.00446154215,-5887.927443603052
127,500,-8120.220366393438,1523.3193568712109,-16631.941429193168,-5179.2789638025815
128,500,-7957.253798756374,1140.4569392340563,-16510.033293251785,-5930.486599716885
129,500,-7840.792846747944,992.4732061017229,-15333.678873484863,-6009.301091683976
130,500,-7970.462949438838,1142.1026591274415,-15379.423881058767,-5762.943934435066
131,500,-7885.350797943495,1139.492111789416,-15716.108494191973,-6021.304871763101
132,500,-7980.227618580254,1198.982637166166,-15482.085381019022,-5922.370472200769
133,500,-7992.122563313764,1292.1192688113968,-16208.021516488214,-5782.447568883463
134,500,-8018.300142633693,1285.8241198744067,-15807.956960077034,-5182.691813316106
135,500,-7954.40101628179,1231.6354327790946,-15166.612474214766,-5744.203638312804
136,500,-7924.073744520012,1286.2698434420824,-16069.394785452267,-5648.029437745606
137,500,-7890.018534874961,988.1719808650931,-16658.005533980697,-5308.45663449498
138,500,-7907.9350667909275,1101.4114928119604,-15912.290131959071,-5218.01788212851
139,500,-7975.847593896936,1291.9375457035324,-16492.055823360926,-5932.804957889606
140,500,-7887.503548442535,1046.963862528564,-15582.350220512206,-5779.590546652895
141,500,-7944.584687433348,1156.261089928683,-15750.553123766964,-5836.455407088143
142,500,-7980.253297183277,1230.9332252281117,-16519.072910067873,-5905.948856186637
143,500,-7869.280700699279,1093.7459162883745,-15072.40421689362,-5597.677462669193
144,500,-7981.793331820399,1217.7276512055478,-17297.083067183332,-6002.958826554879
145,500,-7942.1529318682815,1311.172790714294,-16196.7605456304,-5611.475588690028
146,500,-7902.686438166177,1055.420237693583,-14813.883059065944,-5084.629543926155
147,500,-7920.551268961122,1212.6925877529868,-15378.669235933956,-5550.625030395621
148,500,-7945.364726365883,1169.691027986948,-15050.81058403041,-5501.9276399229275
149,500,-7987.090344777011,1234.3860894601667,-16115.900456992418,-5941.8117009861835
150,500,-7997.644021632807,1303.1261652137248,-15570.03638396255,-5859.822305849495
151,500,-7975.9596760810755,1318.6093649894008,-15392.044505409172,-5941.694657751861
152,500,-7952.774854150615,1191.531470005634,-15552.577343169603,-5763.316964547173
153,500,-7948.5937724280175,1184.7088822991968,-15801.253678737325,-5739.398774288707
154,500,-7898.059915436227,1160.427242750823,-15897.749581121161,-5339.137731159106
155,500,-7927.287608968843,1220.5895874521011,-15467.311796525868,-5348.13977835293
156,500,-7986.466289906131,1224.2909615478804,-15538.218011138739,-5477.377321797509
157,500,-7945.639041360138,1119.7133204048714,-15943.019699862576,-5910.812880608131
158,500,-7931.60827844565,1177.3691067886634,-15592.040520567021,-5300.394308994072
159,500,-7924.500955675528,1107.9574058272624,-15003.713694182195,-4964.971725775484
160,500,-7962.096097310478,1268.6109282968762,-15383.667296506275,-5606.622428826801
161,500,-8009.505099061137,1242.9974755567277,-15602.707394612036,-5787.851567722007
162,500,-7919.881879199618,1155.3632914983084,-16606.040670733822,-5405.598744717396
163,500,-7990.28678132825,1250.857716675459,-15727.149531699597,-5783.8694365329475
164,500,-7950.989853017798,1232.0434648499324,-15288.366471136967,-5702.020928572824
165,500,-8017.986005891166,1285.469732362142,-16358.535015555424,-5729.630917973236
166,500,-7892.820013542044,1016.0974959772367,-15425.661894574165,-5865.941489735741
167,500,-7902.854647014086,1153.8194337018838,-15464.51560591481,-5667.717637480775
168,500,-7944.952325209975,1185.911037133103,-15506.532028012216,-5904.818783123528
169,500,-7903.154238459157,1093.1681925326448,-15842.05720683599,-5870.664096050403
170,500,-7905.1453084233835,1207.0833337261693,-15342.066960880873,-5500.885311847689
171,500,-7940.402539749907,1090.4033511224015,-15515.117744809239,-5993.451638499437
172,500,-7995.56096800627,1410.5897659568134,-15992.256134765757,-4837.018479524855
173,500,-7864.614052448681,1104.7763963213265,-15499.789723532085,-5040.0288406916825
174,500,-7895.9436069066605,1139.6997632845355,-15210.459136774578,-5586.463060590409
175,500,-7949.843980855452,1190.2189838146269,-14917.604699647281,-5915.661653739376
176,500,-7970.688193541542,1164.699839205094,-15983.036653400943,-5520.791316107496
177,500,-7986.9000897552505,1201.1821905954123,-16203.056355737324,-5441.345931860136
178,500,-7891.089893243043,1000.8592380313895,-15403.106176968306,-5570.486104070135
179,500,-7928.836295967872,1032.8629518897706,-15114.81547250952,-5722.591817629514
180,500,-7896.888185249723,1116.4223229472923,-15838.832849934555,-5752.006358826672
181,500,-7984.06870129929,1269.2163444256962,-15613.457529967473,-5648.960042984409
182,500,-7872.597043070792,1110.1474525617962,-15792.227855007546,-5420.27986836489
183,500,-7984.74926891384,1302.4662129492438,-15973.918946556278,-5208.615985400156
184,500,-7983.238898179457,1208.3512224799501,-15846.269828147319,-5908.2629294549015
185,500,-8011.206378667313,1302.7397988591179,-15205.343674189638,-5507.323230750879
186,500,-7967.580190390305,1315.2757649570547,-15962.966737261095,-5942.94899594481
187,500,-7895.7332806852255,1131.331716401161,-14809.908702559867,-5672.861339562072
188,500,-7999.304101565583,1285.4461977016576,-15826.869304041084,-5960.1490850476
189,500,-7950.924806416355,1219.6428641479506,-15204.22835801292,-5822.028007505168
190,500,-8111.062741415241,1484.2438085723666,-15838.121298414579,-6077.3982253161485
191,500,-7971.158959513338,1268.6173371554203,-15678.269616687821,-5159.561182232246
192,500,-7946.467022550525,1253.7095598600986,-17301.418828149064,-5893.8660986609475
193,500,-7983.916972718946,1316.464668819466,-15724.040013469887,-5446.293732023683
194,500,-7885.20703373174,1100.4107391509574,-15573.57284109034,-5785.780324767364
195,500,-7893.631102934084,1208.058698411095,-15481.969577598255,-5799.563109950892
196,500,-7987.19270277474,1194.260024819165,-15321.612231381365,-5874.288975201685
197,500,-7925.848325555639,1124.1294654813041,-15519.668772997695,-5556.517522553443
198,500,-7929.322858197998,1151.04259139067,-15016.658211189177,-5998.045225395277
199,500,-7944.538663890421,1067.0287319871177,-15037.95703099298,-6130.482826143265
200,500,-7810.041685169714,998.1054947990493,-15403.206562904674,-5018.996459094387
201,500,-7996.050103596216,1348.3707206785639,-15732.863951461366,-5869.042542185236
202,500,-7847.147804576115,1064.0375023925708,-15900.510090756337,-5725.840609795945
203,500,-7925.779115679645,1284.2465530914235,-15304.404570136865,-5315.454127349778
204,500,-7935.545862954444,1158.2585194550306,-15955.279959395877,-5863.683707511554
205,500,-7999.079184148778,1268.9057644233878,-15609.695787750374,-5949.369762284522
206,500,-8006.47155040024,1432.2192760081293,-16196.894591108648,-5936.311429750536
207,500,-7945.614434049796,1302.9698673800576,-16147.024427967694,-5175.582618300172
208,500,-7904.0604131912,1136.3077050090697,-15216.098470087429,-5647.944874975322
209,500,-7935.100085403241,1199.227225119364,-15761.22676104366,-5731.543330155377
210,500,-7907.337293144796,1043.4925205938887,-15171.727948071619,-6094.855189910269
211,500,-8005.947474965653,1367.13191957814,-15036.723568315405,-5948.918715541595
212,500,-7992.337921096873,1391.6564740740457,-16420.609984466955,-5563.4758078739505
213,500,-7906.912849999621,1019.9225206847376,-15190.23982200218,-5731.431702242785
214,500,-7949.989179563845,1269.8792267500119,-15634.927307463464,-5838.2009634447
215,500,-7932.889077912597,1303.194567463866,-15766.906565337835,-6085.252845513597
216,500,-7861.53410305393,1200.8739744595512,-15322.901325878189,-5542.998942304872
217,500,-8011.824818793766,1300.6126488915947,-15740.845218771423,-5816.93364682754
218,500,-8048.347424642378,1406.8008314733127,-16335.680332536762,-5100.354498072617
219,500,-7999.6692610683485,1377.8410597911795,-15534.157489583138,-6006.437200387013
220,500,-7998.772701752538,1306.7870346485338,-16248.68116331069,-5859.680703449704
221,500,-7868.051093722346,1054.3466463165528,-14623.011139343396,-5780.510080702543
222,500,-7965.961370347681,1217.684595031253,-15611.515055456175,-5516.898583586745
223,500,-7938.573398014655,1192.0109663005355,-15082.47593548324,-5741.046918266397
224,500,-7917.517558811453,1143.6010067558848,-15581.165790756113,-5891.844074552497
225,500,-7946.954977809554,1137.97146483906,-15859.849490394297,-5960.895631965148
226,500,-7919.838634161351,1197.5249577739285,-16138.163932505166,-5297.66234046365
227,500,-7969.674389315273,1158.346582443208,-15987.803304607267,-5806.4358329801835
228,500,-7963.699147062616,1159.2028880341072,-15596.850942294779,-5900.25728588414
229,500,-7972.292656286914,1378.6330166375321,-15438.851301510502,-5707.827582838838
230,500,-8030.783635572082,1212.1034723051373,-15908.23317015435,-5784.170007665387
231,500,-7937.892612723311,1272.699993397169,-15838.118039682877,-5619.866838106207
232,500,-7971.614264407326,1340.8889802915212,-15867.032549557533,-5847.933692156485
233,500,-7981.865907889916,1256.1693001953981,-15659.157323566911,-5940.38548361731
234,500,-7893.733174601697,1006.452449134649,-14782.43625688805,-5834.336418180579
235,500,-7944.2817706180585,1278.041003423864,-16115.37667821388,-5464.987609166331
236,500,-7865.735004686527,1145.2540862664277,-15438.107055631559,-5532.8431621491745
237,500,-7936.587884150542,1195.9838894796512,-15654.76768322873,-5732.092679195976
238,500,-7939.340935801182,1224.5951742431012,-15821.902821517768,-5838.054503591995
239,500,-8032.164663460128,1277.5940167121803,-15984.885899989411,-5796.294124805989
240,500,-7908.173660931084,1134.5327396038672,-15454.917972815401,-5597.917465375919
241,500,-7861.206300800981,1041.7795437033049,-15706.915220516734,-5838.550929996228
242,500,-7887.116160033217,1050.3260217728605,-16180.986669007625,-5260.083650932953
243,500,-7798.244204636103,898.3855081396927,-14909.077369685343,-5709.019817260669
244,500,-7933.5598693876045,1115.4002305875465,-15340.005251868937,-5731.290264942337
245,500,-7876.300533634035,1104.723011261246,-15213.828597377413,-5589.820918705719
246,500,-7974.649586835718,1349.134884692408,-16057.114383258018,-5412.72161834712
247,500,-8005.689666865344,1268.4698604892694,-15202.766027487309,-5398.889347586586
248,500,-7993.659971085496,1361.1869060410718,-15246.411496591823,-5672.500314277014
249,500,-7916.167474689118,1235.3106974193001,-15520.935962888223,-5354.371215889671
250,500,-7902.922988114838,1050.291696584914,-14488.657258940313,-5516.740645026327
251,500,-7898.739853548017,1133.7114283471587,-15038.78644316775,-5724.289733644099
252,500,-7943.565617903805,1177.285111295457,-16646.72220977165,-5615.757653973864
253,500,-7981.763642142045,1218.3170686115018,-15766.11186158935,-5415.102723161583
254,500,-7918.291694594325,1180.1654015342938,-15781.240207134979,-5661.896521967914
255,500,-7989.066904293641,1244.4961079873958,-15485.771272325685,-5429.206048195755
256,500,-7876.557866035091,1084.705326061876,-15163.853930886704,-5917.54758187208
257,500,-7909.065129063268,1209.9221591868493,-15256.362447119163,-5497.000820066312
258,500,-7887.965899398281,1159.6002361915178,-15014.61872146594,-5703.371447319123
259,500,-7988.489924739456,1360.3646124821037,-16435.850710658353,-5897.242859740513
260,500,-7912.324023967344,1103.974468637125,-16254.393679177447,-5975.96856232804
261,500,-8102.194979318754,1513.8121730829516,-15930.130866338033,-5653.668899406437
262,500,-7885.9940380020325,1088.1084551232939,-15301.40207627013,-5538.593338770923
263,500,-7890.650767489229,1195.5710893127334,-15916.260283429283,-5142.38316334356
264,500,-7917.7735379902515,1221.4670009921554,-16469.42590053887,-5677.208422642729
265,500,-8008.213465709949,1342.677200485019,-15831.917440105277,-5843.617324291609
266,500,-7979.973199213142,1198.8543713765785,-15399.784726924156,-5608.2463173879205
267,500,-7900.9157918219325,1079.312523150189,-16162.289636499137,-5179.332288410293
268,500,-8001.514858011849,1267.7911954151966,-15279.934098545806,-5959.775163485368
269,500,-7891.635907746132,1144.1433977870374,-16374.92028316028,-5699.095488609281
270,500,-7946.477856580844,1161.3514281173204,-15280.758027318854,-5743.734144437088
271,500,-7928.937647557209,1198.2149181332554,-15554.522132928818,-5341.977448224549
272,500,-7893.218478348932,1050.0784749104434,-15331.22936329655,-5991.687972978622
273,500,-7902.973841774512,1127.671370517825,-15458.587942546399,-5603.2789660332855
274,500,-7977.179130295191,1345.7299851307694,-16568.983599100906,-5807.508339616676
275,500,-8001.053454233017,1284.5351524983257,-15693.63124039814,-5747.881441065544
276,500,-7918.085895290987,1264.2956296057132,-15754.171374047985,-5548.569399176088
277,500,-7989.108523867098,1273.1408140389713,-15119.90758604439,-5889.093317792473
278,500,-7968.299140505765,1241.5745057299957,-15160.765010057123,-5826.332027560437
279,500,-7930.602080433187,1112.697916162156,-15620.433656663867,-5855.932037165558
280,500,-7923.228573053517,1297.3247873380187,-16452.74900910516,-5777.26723047968
281,500,-7957.657341273496,1383.8260370782552,-16060.909488246907,-5625.208890293112
282,500,-7850.927867666976,956.293523869334,-14761.863944615365,-5960.440467748431
283,500,-8003.167162628814,1225.3342041599,-15545.011847148675,-5621.440551083608
284,500,-7954.023005660117,1214.5494553450005,-15451.842779441582,-5905.754109203845
285,500,-7954.276826056216,1350.564325988377,-15936.109607955232,-5716.16126883468
286,500,-7952.753441833172,1138.5943469186516,-15532.438789386331,-5931.813945304194
287,500,-7959.043358739977,1242.8682815741354,-15811.675913077002,-5531.0293851535025
288,500,-7926.398179771434,1044.9276728828668,-15807.04824588915,-5995.81391009673
289,500,-7944.306747135231,1167.4451904461216,-15512.319279448446,-5790.163523997002
290,500,-7941.770463142559,1094.4514743389873,-16051.220162827793,-5415.449153649892
291,500,-8050.632236166209,1396.1076624273787,-15275.596345018155,-5962.750323963801
292,500,-7891.255536326567,1135.1525945052317,-15359.442878331867,-4893.776712055623
293,500,-7974.923823522151,1323.3432130214917,-16364.344175674225,-5632.194655601308
294,500,-7957.53086452002,1213.807633700527,-15495.705058867392,-5466.295003783409
295,500,-7970.956727696828,1353.0685126183487,-16494.159927614335,-5747.642773443149
296,500,-7914.086625757435,1214.8078179395395,-15304.052359307854,-5884.652604354056
297,500,-7995.372154157009,1361.2166518061226,-15876.486825140604,-5606.862765328674
298,500,-7962.962151816761,1171.6014099950903,-14995.33223722486,-5705.182571002146
299,500,-7975.517612130549,1312.1783697030812,-16104.669685874193,-5655.328388960229
300,500,-7929.687798338386,1044.2644092620333,-15592.685069372117,-5363.98205809028
301,500,-8022.382461762945,1314.0458708548822,-15356.672618821927,-5811.3764050901245
302,500,-7829.820823703269,1064.2733288728384,-15700.941991660784,-5741.825353715709
303,500,-7957.7253645469245,1148.747872103592,-15230.254459200045,-5801.128718738272
304,500,-7927.998001316607,1204.9536652247307,-15498.693426297506,-5793.433446396454
305,500,-7974.778256182573,1180.5775711937677,-15368.048905085885,-5693.3291020338565
306,500,-7946.096385165442,1207.4342346348017,-15578.226592111101,-5770.753362007409
307,500,-7880.593769228167,1189.1971505671565,-15397.010429955222,-5725.186755399105
308,500,-8037.045342805063,1448.6128216808106,-16214.01743683022,-5942.358780708802
309,500,-7881.7805709007125,1018.5691579339626,-15449.941361168414,-5287.5448792515235
310,500,-8007.881809447933,1146.2112154150484,-15404.07511834985,-5756.830772939733
311,500,-7992.554741984699,1185.315348070939,-15013.034635961023,-5658.553374006764
312,500,-7880.42174375855,1296.2054047005954,-15454.340629688366,-5767.241022608683
313,500,-7889.115441691717,1173.092113983982,-15915.816519911441,-5734.339554927287
314,500,-7912.919875539946,1190.799727297499,-15945.878463934769,-5923.469251839907
315,500,-7876.899873662511,1144.3311340908988,-15711.62439130091,-5973.7584041076025
316,500,-7921.973519876029,1041.861973567709,-14696.797048360351,-5862.165634995918
317,500,-7909.101546136038,1249.5313717281472,-15805.688934855474,-5651.907385656505
318,500,-7930.280756729449,1040.8898005360975,-15604.094898907633,-5441.577782304979
319,500,-7954.873565283646,1189.516426394539,-16204.28997386109,-5914.131881451033
320,500,-7877.364700254865,1139.9062516854333,-15301.498764568289,-5645.419378874481
321,500,-7868.422086803702,1140.1451687755014,-16180.70465066721,-5694.63175526422
322,500,-7838.650958144814,1178.2570571186284,-15358.945293167528,-5654.4709028354755
323,500,-7945.8435987322255,1190.3511368516683,-15355.846592159787,-5578.790227537639
324,500,-8034.163790968566,1315.3485761290203,-16038.728919032694,-6167.952289277197
325,500,-7953.323836798515,1215.5358113542263,-15860.696039420765,-5758.441216351896
326,500,-8023.777040266416,1326.89297106277,-15317.058790149656,-5319.184307974083
327,500,-7974.910910252663,1258.8889912613442,-15371.788886566039,-5490.624110780176
328,500,-7903.292966760578,1257.8519879231578,-16159.198326687028,-5996.0635595882
329,500,-7988.9333254405055,1289.568385543352,-16046.65112427522,-5444.767506207627
330,500,-7854.97375130944,1043.618916401773,-15547.776508670218,-5341.009185575536
331,500,-7922.725348036574,1121.021112263392,-15252.60110828796,-5824.043553563523
332,500,-7910.515171622496,1188.2981973279818,-17372.943106158724,-5959.537996624601
333,500,-8046.5640408698455,1376.5996414690949,-16383.062440448233,-5993.401081751182
334,500,-8026.270769004415,1458.0098621726663,-15438.249202450694,-5143.014361469943
335,500,-7954.687557633592,1245.6966246269483,-15525.070938777182,-5209.368810116563
336,500,-7867.953605137449,1149.560121513894,-15382.161781920597,-5648.013404680741
337,500,-7960.723355819817,1328.1722727679846,-15152.748248274987,-5847.1237878294705
338,500,-7846.219526516576,961.4657814200968,-15592.752392635972,-5480.531128623431
339,500,-8016.537775164088,1286.6338945847394,-15639.25638668583,-5754.302938658336
340,500,-7945.589195756796,1135.9419455081586,-15487.045931772513,-5334.379193030475
341,500,-7927.926168739509,1007.1645536686555,-15612.501291270577,-5857.295681564263
342,500,-7902.740803465849,1152.5022728795066,-15583.242775901492,-5742.626736835652
343,500,-7973.397719477641,1257.8225335810491,-15886.431443240255,-5456.453625446304
344,500,-7902.750760151701,1111.1139682720973,-15463.940125378504,-5460.76015661807
345,500,-7899.833868135005,1114.4984813501683,-15616.03507975523,-5884.788659284245
346,500,-7901.109576329664,1235.008305368775,-15765.40708480783,-5633.569987870471
347,500,-7902.409039536651,988.6975545887138,-15203.03697993327,-5910.381079514936
348,500,-7774.879274754497,925.2169221212927,-15234.049522916976,-5554.40202120531
