Instances 0: (2020, 7, 28)
0.9876230955123901 -1.0 -1.0 -0.9999569058418274 -0.9997584819793701
0.9599706530570984 -1.0 -1.0 -0.9999974966049194 -0.9615566730499268
0.9998733997344971 -0.9999999403953552 -1.0 -0.9488211274147034 -0.87862229347229
0.9999953508377075 -0.9999949336051941 -1.0 -0.8443666100502014 -0.49429038166999817
0.9999997019767761 -0.9999991059303284 -1.0 -0.996931791305542 -0.4658542275428772
1.0 -1.0 -1.0 -0.9379228353500366 -0.9199795722961426
0.9999999403953552 -1.0 -1.0 -0.9999991655349731 -0.9826586842536926
1.0 -1.0 -1.0 -0.9999991059303284 -0.9995639324188232
1.0 -1.0 -1.0 -0.9999988079071045 -0.999539315700531
1.0 -1.0 -1.0 -1.0 -0.99965900182724
1.0 -1.0 -1.0 -0.9999827146530151 -0.9999781250953674
1.0 -1.0 -1.0 -0.9999999403953552 -0.9999673366546631
1.0 -1.0 -1.0 -0.9999686479568481 -0.9993405938148499
0.9999999403953552 -1.0 -1.0 -0.9999462366104126 -0.9999991655349731
1.0 -0.9999998807907104 -1.0 -0.9997543692588806 -1.0
