Instances 0: (2020, 7, 28)
-1.0 -0.9999759793281555 -1.0 -1.0 -1.0
-1.0 -0.9999988079071045 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -0.9999999403953552 -1.0 -1.0
-1.0 -1.0 -0.9999566078186035 -0.9999561905860901 -1.0
-1.0 -0.9999998807907104 -0.9998522996902466 -0.9986873865127563 -1.0
-0.9999999403953552 -0.999999463558197 -0.9988481998443604 -0.9992690682411194 -1.0
-0.9999998211860657 -0.9999921917915344 -0.9962308406829834 -0.9976457357406616 -0.9999998211860657
-0.9999990463256836 -0.9999112486839294 -0.9588727951049805 -0.9857417941093445 -0.9999985098838806
-0.9999942779541016 -0.9996330142021179 -0.6171365976333618 -0.9769787192344666 -0.9999852180480957
-0.9999997615814209 -0.9998173117637634 -0.3756627142429352 -0.6806411743164062 -0.9999803304672241
-0.9999963641166687 -0.9994671940803528 0.6359796524047852 -0.7244939804077148 -0.9999366998672485
-0.999998152256012 -0.999691903591156 0.8281629085540771 -0.6350752115249634 -0.9999558925628662
-0.9999996423721313 -0.998088538646698 -0.4697541296482086 -0.7115319967269897 -0.999991238117218
-1.0 -0.9891023635864258 -0.9087945222854614 0.5815527439117432 -0.999992847442627
-0.9999998807907104 -0.974531888961792 0.12680697441101074 0.7168166041374207 -0.9999773502349854
-1.0 -0.8541595339775085 0.9138944149017334 0.9712309837341309 -0.999944806098938
-1.0 -0.12453999370336533 0.9887264966964722 0.9850519299507141 -0.9999663233757019
-0.9999999403953552 -0.908686637878418 0.9999997019767761 -0.7354448437690735 0.6311807632446289
-0.9999992847442627 0.973807156085968 1.0 0.9911119341850281 0.9975929856300354
-1.0 -0.7950410842895508 0.9999998807907104 0.9033695459365845 -0.9431741833686829
-1.0 -0.5557115077972412 0.9999999403953552 0.9026534557342529 -0.9633753895759583
-1.0 -0.9999397993087769 0.9997150301933289 -0.9997526407241821 -0.9998312592506409
-1.0 -0.9740259647369385 0.9999148845672607 -0.31711190938949585 -0.9995039701461792
-1.0 -1.0 -0.999785840511322 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -0.9999120235443115 -1.0 -1.0
-1.0 -1.0 -0.9999992251396179 -1.0 -1.0
-1.0 -1.0 -0.9999997019767761 -1.0 -1.0
-0.9999999403953552 -1.0 -0.9999884963035583 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-0.9999248385429382 -1.0 -1.0 -1.0 -1.0
-0.9999989867210388 -1.0 -1.0 -1.0 -1.0
-0.9999918937683105 -1.0 -1.0 -1.0 -1.0
-0.656283974647522 -1.0 -1.0 -1.0 -1.0
0.629685640335083 -1.0 -1.0 -1.0 -1.0
-0.9999962449073792 -0.9989754557609558 -0.9999992847442627 -1.0 -0.9987946152687073
-0.983116626739502 -0.9999999403953552 -0.9999850392341614 -0.9999999403953552 -0.9998464584350586
-0.9999659061431885 -0.9589943289756775 -0.9885725378990173 -0.9999998807907104 -0.8369424343109131
-1.0 -0.9999919533729553 -0.9998721480369568 -1.0 -1.0
-0.9999991059303284 -0.9999396800994873 -0.9930524826049805 -1.0 -1.0
-0.9999909996986389 -0.9979404211044312 -0.7422021627426147 -1.0 -0.997423529624939
-0.9999962449073792 -0.9990389347076416 -0.9977203607559204 -1.0 -0.9998034834861755
0.694684624671936 0.4011279344558716 0.9803710579872131 -0.8833097219467163 0.9996777176856995
-0.9548778533935547 0.9544088840484619 0.9993773102760315 -0.9999998211860657 0.999639630317688
0.8042488694190979 0.9989327788352966 0.9971428513526917 -0.9999999403953552 0.9999995827674866
-0.49804478883743286 0.9832024574279785 0.9464721083641052 -1.0 0.9999442100524902
-0.7592465281486511 0.7762354016304016 0.9967711567878723 -1.0 0.9999386668205261
0.9185623526573181 -0.5736420154571533 0.9969445466995239 -0.9995860457420349 1.0
0.9999971389770508 0.9978640675544739 0.9999998807907104 0.9999229907989502 0.9999984502792358
-0.7953318357467651 0.9862255454063416 0.5798496007919312 -1.0 0.9994907975196838
0.5669066309928894 -0.27795493602752686 0.9052273631095886 -1.0 0.9999681115150452
0.9832642674446106 -0.9877806305885315 0.9967902898788452 -1.0 0.9998660087585449
0.9797222018241882 -0.9781259894371033 0.9832473397254944 -1.0 0.9996750950813293
0.22208566963672638 0.9318525195121765 0.8530704379081726 -0.9999997019767761 0.999634861946106
0.9999664425849915 -0.9462751150131226 0.941652238368988 -1.0 0.9999881386756897
0.9998917579650879 -0.9989404082298279 0.8606977462768555 -1.0 0.9999278783798218
0.999996542930603 -0.9997997283935547 0.9978647232055664 -0.9999998211860657 0.9999974966049194
0.9999727606773376 -0.9244061708450317 0.6732127666473389 -0.9956150650978088 0.9999281764030457
0.9999991059303284 -0.994953453540802 -0.07501440495252609 -0.9934210181236267 0.999908983707428
0.9999927878379822 -0.993659496307373 0.24922548234462738 -0.9982274174690247 0.9999115467071533
0.9999977350234985 0.9998623728752136 0.9848253130912781 0.9097536206245422 0.9997286796569824
0.9999997019767761 0.994818925857544 0.8316584825515747 0.8077689409255981 0.9989495277404785
0.999998927116394 0.9999910593032837 0.9863172173500061 0.9999951720237732 0.9955068230628967
0.9999880194664001 0.9507454037666321 0.98538738489151 0.9990663528442383 0.6391319036483765
0.9998130798339844 -0.9999382495880127 -0.9964578151702881 -0.9988579750061035 0.1814258098602295
0.9978764057159424 -0.9952499866485596 -0.9999999403953552 -0.9999982714653015 -0.9940963387489319
0.9834541082382202 -0.9400102496147156 -0.9999994039535522 -0.9999998211860657 -0.9833314418792725
-0.9973685145378113 -0.974894106388092 -1.0 -1.0 -0.9997113347053528
-0.9954268336296082 -0.9995691180229187 -1.0 -1.0 -0.9999456405639648
-0.9999962449073792 -0.8071186542510986 -1.0 -1.0 -0.9995985627174377
-0.9999948143959045 -0.3586193025112152 -1.0 -1.0 -0.9999222159385681
-1.0 -0.9834060668945312 -1.0 -1.0 -1.0
-1.0 -0.990520715713501 -1.0 -1.0 -0.9999999403953552
-1.0 -0.9997340440750122 -1.0 -1.0 -1.0
-1.0 -0.9999150633811951 -1.0 -1.0 -1.0
-1.0 -0.9999997019767761 -0.9999995827674866 -1.0 -1.0
-1.0 -0.9999999403953552 -0.9999997615814209 -1.0 -1.0
-1.0 -0.9999998807907104 -0.9999968409538269 -1.0 -1.0
-1.0 -0.9999991655349731 -0.9999043345451355 -1.0 -1.0
-1.0 -0.9999955892562866 -0.9741182327270508 -1.0 -0.9999998211860657
