gen,nevals,avg,std,min,max
0,500,-2.756702445957629,1.1847564577932517,-6.723429595122577,0.08494414499819646
1,500,-2.879763998226045,1.345251025550534,-8.006308364402594,0.21114737316888083
2,500,-2.8404651975918114,1.3041630852895747,-8.566673581172122,0.5298222179454946
3,500,-2.8245271842741992,1.2695973588763505,-6.745766533232609,0.5900809786726975
4,500,-2.82873393414938,1.3050605379484679,-7.888634640083582,0.4788061178431948
5,500,-2.745527900665925,1.2357240713981246,-7.027170156384722,0.45221307952834183
6,500,-2.7710458079567095,1.3914938376007857,-7.474289710649027,0.5264621769304715
7,500,-2.9545288458701906,1.3421832769121704,-7.96452177573844,0.22520514295664057
8,500,-2.8835204967864607,1.3229265849497875,-7.760833568940977,0.22705149452406675
9,500,-2.8431790556706265,1.3510175749072337,-7.802715559572036,0.37358834892733717
10,500,-2.841268425180751,1.260149241814137,-7.30438531632235,0.2063175818117818
11,500,-2.7615647636409353,1.2769964557301845,-8.792428015893233,0.3257856006111868
12,500,-2.882270506137764,1.2674433837274304,-6.988377688326082,0.2833808003300571
13,500,-2.8081640234427714,1.3050093190312946,-8.058138636561091,0.12795775841594573
14,500,-2.7925062840298907,1.2719126705179327,-7.12479868466315,0.07723433398149852
15,500,-2.926409904664265,1.3384885818158,-6.708158230688549,0.3738233639859335
16,500,-2.9008804437509625,1.314937305851572,-7.936451762287305,0.3999019396011048
17,500,-2.784038874673557,1.2766741912148536,-7.073632473124458,0.2921700595958007
18,500,-2.928927759348954,1.273991222983961,-7.591629175028851,0.8509067737049115
19,500,-2.7899382543207047,1.278081796973039,-6.6816015009225325,0.5503216165707527
20,500,-2.8566596216970663,1.2213168228844682,-7.163707613125384,0.05524877267752568
21,500,-2.891505425691897,1.3293211871609185,-8.06622120223835,0.744411857869727
22,500,-2.8007013793999986,1.2976855923470767,-7.1449851109657185,0.3048921697750853
23,500,-2.8901570691105833,1.3632824764815357,-8.536302684878404,0.31839197598884356
24,500,-2.9094705456085337,1.3823315900839346,-7.220860550445819,0.047775592825145596
25,500,-2.775474983798683,1.2732479686841072,-6.9133543817545275,0.14301868001592938
26,500,-2.723303466539567,1.223840609485729,-6.8447073297013175,0.24905214677903986
27,500,-2.8000788260624088,1.2354633261590953,-6.978697011923494,0.22500097431330915
28,500,-2.691015968102134,1.3274931514717625,-7.78427973302779,0.40416291000732896
29,500,-2.6392298465862285,1.3061470241914004,-7.778802239284898,0.009969942202337134
30,500,-2.474596553355427,1.3091995845814082,-7.146894706079804,0.5905222615915868
31,500,-2.4357688474975974,1.2412618697238216,-7.276472226631617,0.08935667802226728
32,500,-2.461759175219933,1.287196136697848,-8.905843730324753,0.7513781527821137
33,500,-2.3931797039387304,1.2934268870158812,-7.053951871122424,0.63776499469856
34,500,-2.2971104214967855,1.2548476699040285,-8.692964482614878,0.32494315156119535
35,500,-2.249889329650962,1.2425331611665023,-6.955396657560149,0.6853924466520859
36,500,-2.2503802610248926,1.1774789668712111,-7.001193012636504,0.4462722867879254
37,500,-2.2483940135893956,1.198565887251127,-7.202957288572061,0.41051366829547276
38,500,-2.2864566727458024,1.1481391634342746,-7.048023813163046,0.5297548221976289
39,500,-2.165866751261343,1.13258428672101,-6.919591257867033,0.5447722495353253
40,500,-2.1091557001572223,1.1720624602492875,-7.270738076326941,0.41497268352610545
41,500,-2.169904804082553,1.1097512864661174,-5.8726608905255855,0.7524195533612448
42,500,-2.1083268801965978,1.1479732002726426,-6.429333887776828,0.3428005381632157
43,500,-2.1209251810702936,1.1322985149864724,-5.640065284017147,0.5857479280110292
44,500,-2.167509620602825,1.203535927202624,-7.145621619243518,0.7755227029183971
45,500,-2.131859922729618,1.128969784285771,-7.109433116811369,0.39417398179994273
46,500,-2.1001448195925705,1.1822528816966948,-6.21738913502986,0.9302009304903791
47,500,-2.0561346173946498,1.1284095655940543,-6.218328973042534,0.6191430480648952
48,500,-1.990823481155045,1.0798827740520134,-6.718594085061101,0.9019851786031954
49,500,-1.9805767484980599,1.153588789475773,-6.037799578138956,0.4130319357586174
50,500,-1.873201757468648,1.1025590618483598,-5.470220580476362,0.8131590676014403
51,500,-1.7651930340475945,1.1787339058808834,-5.788787854403372,0.9187775573137902
52,500,-1.6463491601841358,1.161076102806008,-5.49217255589773,0.8605845676163361
53,500,-1.4991429835488421,1.0990364334250815,-5.579613615580489,1.1262701679897202
54,500,-1.2511422729199744,1.0725626242844455,-5.291557684604358,1.0482645352183715
55,500,-0.9801364927964011,0.9949863247190815,-5.181808135034105,0.9529493510018744
56,500,-0.8470028059948801,0.9704367282674525,-4.860885901788108,0.9655422989564807
57,500,-0.7532210954465552,0.8505870470549945,-5.187232444285127,1.0407723022689894
58,500,-0.7000543764184133,0.8796619712575326,-5.157115869918467,1.029957188732657
59,500,-0.7263289718902576,0.8693047226139982,-5.6237604897306035,1.0307672606362452
60,500,-0.7043069060211988,0.8493898212927826,-5.05107119600607,1.0037959741453384
61,500,-0.6508206778318762,0.8534315512139673,-4.38331867730472,1.0651451726074457
62,500,-0.6647554848731068,0.8502929705189021,-4.219816618507145,0.9615507058313222
63,500,-0.6256299748106798,0.7995596485287056,-5.67180175843466,0.9491717775292579
64,500,-0.6626529173554827,0.8224255834987199,-4.1415671152840785,0.9353766922026263
