gen,nevals,avg,std,min,max
216,500,-1714.6811387113453,1155.9906271545844,-7690.76169508608,275.1985787493997
217,500,-1681.5614902794107,1056.1828460593986,-7318.602139721008,1193.9732358061342
218,500,-1648.4207912194208,1186.0050754571212,-7724.484591839666,426.9722481611458
219,500,-1594.7969516631274,1079.4067144482538,-7872.038872721171,736.2523321259923
220,500,-1762.4732491050388,1201.9390936163124,-8222.334542550034,727.507814068034
221,500,-1717.1529336074664,1124.6649989251957,-7459.888026697571,764.5039954689157
222,500,-1688.4662398806754,1133.292778325707,-8228.909518933631,505.3172957056193
223,500,-1698.5261213428419,1054.1378962631318,-7370.756110224911,578.084037083343
224,500,-1738.089233234597,1120.4868856024152,-7036.8040729411205,210.0682264806641
225,500,-1614.3145956152473,1123.730711038342,-8645.149715096724,923.573730476063
226,500,-1716.2284912165946,1128.1237045217572,-9757.338868061546,674.7690622851803
227,500,-1634.666709186443,1102.8278105640816,-7892.6186945689,446.97367852315455
228,500,-1721.9216911757073,1182.611101739158,-9007.1115297702,445.88016762439355
229,500,-1726.3861195202378,1063.0451408976357,-7226.015160811866,192.30934196568063
230,500,-1658.180722485752,1064.5186349186647,-6831.542625972763,348.0978554514902
231,500,-1653.763412512363,1110.8032649216248,-9280.382414845144,436.4171071472436
232,500,-1669.951412287599,1122.0258370796819,-7588.173820993757,546.3630548448793
233,500,-1701.754612379708,1110.6441835792743,-8092.7572672420165,557.7534279927336
234,500,-1686.2413552039995,1126.6734022627847,-8499.894355515984,444.3142573387019
235,500,-1671.1093200027062,1056.628604113808,-7508.62215158677,507.8708231191296
236,500,-1690.1310346631044,1162.100064545303,-7929.777523140588,515.3631429262974
237,500,-1790.1159974640368,1198.950054518519,-8741.319228423636,894.4844579274608
238,500,-1676.861647950955,1168.759674511398,-8445.257776263234,663.7984121707547
239,500,-1659.308994310891,1118.1705603003127,-7890.533926422647,796.7382504677578
240,500,-1750.8628204512518,1052.3026074039215,-7689.060036516881,351.1078185168756
241,500,-1592.1140135727983,1046.563710762227,-7135.924665311805,445.741867536464
242,500,-1730.9310149453836,1152.7818947664114,-8057.758996169849,517.0190502572362
243,500,-1635.4545681311777,1054.116943251395,-7444.436609401836,478.2674901593411
244,500,-1757.4788459939557,1145.6859445217904,-7997.104637837898,781.0517771771501
245,500,-1695.2933884700105,1081.1960481121014,-9261.3729163307,638.8124529764565
246,500,-1640.2799423765,1121.043693355343,-7520.494999646483,643.0378288660007
247,500,-1639.7596516339418,998.203586374436,-8016.224273450085,771.2481286260463
248,500,-1682.5605567843406,975.7418691951929,-6224.713128286165,375.476930079077
249,500,-1672.2323345723776,1102.232908823095,-8341.169324684586,470.57987564831035
250,500,-1719.0351949040187,1034.8470705431655,-6894.893347947065,457.16504286529107
251,500,-1692.2503678581018,1125.277879592526,-7735.236944640553,1088.639686062239
252,500,-1718.4620433233629,1162.7604309752267,-7668.790772486861,698.3228641805439
253,500,-1639.6218469106207,1211.8428710096246,-8900.100123382963,639.5285098401034
254,500,-1644.437752815511,1131.6950400964115,-7610.520791625701,375.1000395392265
255,500,-1757.4244847288103,1254.992062386095,-8936.453770575285,855.9250261398689
256,500,-1787.3409419090071,1235.226886904118,-7735.271097943058,576.5430074496887
257,500,-1705.1793473714572,1170.068314054384,-8180.5569656926,382.70427267806156
258,500,-1670.9939167927023,1133.4019696088246,-7141.294453277298,643.5871456237285
259,500,-1718.9747203616755,1127.6281727551575,-7820.303228306079,487.4079962861864
260,500,-1721.505038206798,1075.992288353873,-6852.416063384882,597.4159653140214
261,500,-1642.3477927219233,1055.1751903581664,-6815.318708840602,600.6855497811084
262,500,-1659.516236351052,1085.7792561734798,-8165.355004658511,450.45532416845316
263,500,-1694.094187571233,1121.3534703044018,-7623.801244587152,755.4197817118151
264,500,-1728.544100509598,1231.4416271156301,-9115.98195292289,333.78429952310546
265,500,-1584.3681625135791,974.7837698107211,-6940.518430359773,652.7357030994705
266,500,-1760.056864383147,1279.7601817806478,-8528.6087063091,633.7083420246427
267,500,-1627.4245391094832,1018.7719405699679,-6315.123006325754,837.6883726564145
268,500,-1685.3398992547661,1072.7540063151407,-7840.96692487912,470.1121240347625
269,500,-1668.8181946285733,1007.6920752232285,-6379.819218667102,735.8180001792268
270,500,-1668.9849129073473,1166.204408544508,-7901.6521312497525,809.0818603672147
271,500,-1701.25422140275,1175.8689553230402,-8081.500966202868,708.1939149090935
272,500,-1603.5336842127901,1044.2006649727916,-7912.162711341157,623.9737424482636
273,500,-1585.240343982484,1064.1330510781233,-7189.620535261968,662.5265312043327
274,500,-1681.331910451664,1164.7652113818262,-8279.990828316377,934.744876539995
275,500,-1685.6983565188445,1215.2501199264302,-8040.69289398516,584.0746081574229
276,500,-1748.6225466076778,1233.655246515178,-8637.722202859153,873.5851328888484
277,500,-1665.9137215487956,1089.6317390777592,-7124.930134539005,751.771491284286
278,500,-1643.131349012968,1062.6145697838774,-8148.649008089878,623.6633424281041
279,500,-1604.5044518046568,1078.77686509574,-8473.938908285587,461.4979573097062
280,500,-1703.5262869874962,1089.1259537572923,-7746.838336352421,527.5662702905877
281,500,-1682.1624585923794,1084.4777170470288,-8081.024544656054,493.03149839546404
282,500,-1696.9739679488791,1116.156647469452,-8243.788867098678,591.7869871454715
283,500,-1802.3745962968478,1291.0099530785267,-8389.793765478526,433.3370805071403
284,500,-1802.8432288729994,1223.3651255591642,-8158.360438406565,595.9630190569961
285,500,-1659.932765050225,1233.4661500932145,-8684.978068940678,676.4451722356283
286,500,-1707.8261126975278,1203.5625446950091,-7372.38329254603,494.2832693730318
287,500,-1682.4330657381563,1115.9660824504056,-8027.114386787228,711.4232616387086
288,500,-1617.2428127638477,1026.7556952391767,-9124.533417682673,300.67787706145566
289,500,-1720.208877025503,1063.6727613492324,-7762.603696249821,530.8369746521133
290,500,-1664.1825482176644,1022.3018064499408,-6431.210174689596,276.59162419031384
291,500,-1678.71104145072,1088.9111985092507,-8313.284666764766,395.160342301061
292,500,-1775.8007707312884,1232.959910703959,-8184.839719793506,610.0382687560688
293,500,-1684.9865916003334,1143.2611594298023,-8187.194087025801,540.1818501263415
294,500,-1689.4615342460688,1081.9526583339746,-6918.892899261079,726.3398378196888
295,500,-1690.308121758806,1105.3581538838866,-8463.888137050311,480.0421851059283
296,500,-1739.9738135447874,1260.2443778559089,-7840.603806091613,525.289950264007
297,500,-1756.4780577331362,1139.110686966838,-7660.4532288418095,585.4990593976673
298,500,-1779.372890701341,1214.5514732669915,-8585.822363461706,445.21000123254964
299,500,-1858.6785680699097,1233.1548965526567,-10333.349699967363,487.2238180875185
300,500,-1724.2274254578426,1066.9163887005195,-8950.181763741133,448.06542496158727
301,500,-1643.6673738329705,1074.1189539947482,-7645.2583715091405,636.932539498844
302,500,-1680.937918989409,1050.7761581469006,-7221.547109069977,511.72077571117677
303,500,-1709.409449571492,1051.488986919653,-8068.491779849312,370.0767329577806
304,500,-1747.4173603067923,1195.7063000406533,-7755.685638242241,718.641426624655
305,500,-1718.1976309836787,1118.1444923994693,-7633.135159662849,552.7504667739886
306,500,-1816.6659979697886,1272.0078177930943,-9641.53014636404,180.1128195450121
307,500,-1606.043851556946,1121.9710657413984,-9008.610999298275,332.54335895158454
308,500,-1577.3955198738058,1126.4581085126217,-9880.67596991752,655.0076287501105
309,500,-1659.129620808972,1036.0461322855979,-8019.476670274514,565.7367951946956
310,500,-1632.5933266546401,1059.1415136008068,-7445.91285038527,576.1843681721919
311,500,-1721.649284418623,1186.7873931301197,-8342.098469919647,623.4469191614564
312,500,-1626.4307783446066,1081.349027679636,-7248.199692688916,623.3283070553383
313,500,-1714.0026405241754,1177.6359538835818,-8388.087848406789,707.6397435297829
314,500,-1723.8400954064361,1106.031589697802,-7931.786123125306,498.9096275939205
315,500,-1660.42515833331,1087.1032299305243,-7464.300840851925,607.8475539743265
316,500,-1712.5671222294893,1107.3242561214197,-7475.477369762567,592.3502437870609
317,500,-1726.4840205502333,1066.5006875361687,-8995.020249967083,511.39592160418397
318,500,-1702.806703414575,1171.1447031665525,-7789.872507573081,570.2770095073694
319,500,-1738.8562629635912,1156.533829568332,-8318.58289710646,717.6047812940765
320,500,-1718.5556700162392,1109.1281435779993,-8635.706089256479,515.0060255687956
321,500,-1680.96581186422,1114.7781691951172,-7729.193161120619,685.2972330237985
322,500,-1636.8755983633343,1065.896961116818,-7698.794380704278,890.8620416048456
323,500,-1793.296410430292,1227.9527751441822,-8528.84278522206,633.409350937845
324,500,-1700.1810047184988,1154.8645429605665,-10169.121134861542,1120.436181707946
325,500,-1749.184067865531,1193.0820616103483,-8154.292359667507,822.0077513362443
326,500,-1553.0802178509812,945.9598782362056,-6760.528616445258,437.30233623937164
327,500,-1660.8064189301745,1004.8097998530643,-8578.1095599553,461.76965120457845
328,500,-1647.0769276886913,1017.5980632324263,-7469.372562024977,689.3081234578242
329,500,-1675.1654237284422,1045.5872977337767,-7606.281144150128,381.74842473564183
330,500,-1683.785283361164,1179.9885187299674,-8274.114256461256,840.9052373665609
331,500,-1765.0745278500463,1187.4969865847572,-8682.104728543818,862.21139478028
332,500,-1638.7134276491688,1046.574962783964,-6675.964265749874,576.4112206802436
333,500,-1640.3792089098713,1001.1982913082201,-8446.028406700818,515.6642846573559
334,500,-1645.5448878336135,1025.1312709525077,-8135.117145984407,500.1604008846569
335,500,-1577.7245412091977,985.9372365089976,-7232.282192239133,692.03043463542
336,500,-1681.3852806736372,1063.54188805672,-8308.55630700377,686.3843435167812
337,500,-1729.7049211747708,1181.9715245258542,-8000.423814103048,392.1159695011771
338,500,-1652.4970073603872,1094.3287604463753,-7853.614241157217,776.3111220644233
339,500,-1634.679223659853,1134.3004726918173,-9225.540798765123,459.5026370451569
340,500,-1631.553627713891,1045.3345748609133,-7459.186630609191,600.7283100401169
341,500,-1675.5263968639883,1084.805404041089,-7155.767189149917,577.7219083962468
342,500,-1755.2400616976981,1199.6933342683117,-8327.791855928093,186.10613768350012
343,500,-1720.5719401401038,1098.0943793665142,-6631.735236772295,690.3857940120045
344,500,-1682.985139424339,1034.718269191137,-7643.9699278964035,654.9715374981711
345,500,-1702.3120186497592,1203.6963836079458,-7751.407585828054,505.8492400029427
346,500,-1747.0186887308787,1120.7821658861417,-7122.9431457207365,528.2250824071918
347,500,-1642.7440228397688,967.2960986211641,-7045.6283586625095,366.5648552867117
348,500,-1683.9492406253921,1136.5255697485882,-8375.692891892055,392.60595766923825
349,500,-1559.8628312850226,1036.7926518526172,-8067.062424520082,609.738502797398
350,500,-1714.844492677764,1105.5563555931535,-7160.658088158474,504.23129098122024
351,500,-1710.6572564978214,1190.8307920451869,-7670.256777652712,1093.3980880174247
352,500,-1751.9045862395467,1084.7603100034019,-7234.135157951436,597.0659915606252
